消费地点,日期,时间段,消费次数
教师食堂,2019-04-07,21:00-22:00,0
教师食堂,2019-04-07,22:00-23:00,0
教师食堂,2019-04-08,07:00-08:00,0
教师食堂,2019-04-08,08:00-09:00,0
教师食堂,2019-04-08,09:00-10:00,0
教师食堂,2019-04-08,10:00-11:00,0
教师食堂,2019-04-08,11:00-12:00,21
教师食堂,2019-04-08,12:00-13:00,72
教师食堂,2019-04-08,13:00-14:00,0
教师食堂,2019-04-08,14:00-15:00,0
教师食堂,2019-04-08,15:00-16:00,0
教师食堂,2019-04-08,16:00-17:00,0
教师食堂,2019-04-08,17:00-18:00,0
教师食堂,2019-04-08,18:00-19:00,0
教师食堂,2019-04-08,19:00-20:00,0
教师食堂,2019-04-08,20:00-21:00,0
教师食堂,2019-04-08,21:00-22:00,0
教师食堂,2019-04-08,22:00-23:00,0
教师食堂,2019-04-09,07:00-08:00,0
教师食堂,2019-04-09,08:00-09:00,0
教师食堂,2019-04-09,09:00-10:00,0
教师食堂,2019-04-09,10:00-11:00,0
教师食堂,2019-04-09,11:00-12:00,27
教师食堂,2019-04-09,12:00-13:00,86
教师食堂,2019-04-09,13:00-14:00,0
教师食堂,2019-04-09,14:00-15:00,0
教师食堂,2019-04-09,15:00-16:00,0
教师食堂,2019-04-09,16:00-17:00,0
教师食堂,2019-04-09,17:00-18:00,0
教师食堂,2019-04-09,18:00-19:00,0
教师食堂,2019-04-09,19:00-20:00,0
教师食堂,2019-04-09,20:00-21:00,0
教师食堂,2019-04-09,21:00-22:00,0
教师食堂,2019-04-09,22:00-23:00,0
教师食堂,2019-04-10,07:00-08:00,0
教师食堂,2019-04-10,08:00-09:00,0
教师食堂,2019-04-10,09:00-10:00,0
教师食堂,2019-04-10,10:00-11:00,0
教师食堂,2019-04-10,11:00-12:00,29
教师食堂,2019-04-10,12:00-13:00,70
教师食堂,2019-04-10,13:00-14:00,0
教师食堂,2019-04-10,14:00-15:00,0
教师食堂,2019-04-10,15:00-16:00,0
教师食堂,2019-04-10,16:00-17:00,0
教师食堂,2019-04-10,17:00-18:00,0
教师食堂,2019-04-10,18:00-19:00,0
教师食堂,2019-04-10,19:00-20:00,0
教师食堂,2019-04-10,20:00-21:00,0
教师食堂,2019-04-10,21:00-22:00,0
教师食堂,2019-04-10,22:00-23:00,0
教师食堂,2019-04-11,07:00-08:00,0
教师食堂,2019-04-11,08:00-09:00,0
教师食堂,2019-04-11,09:00-10:00,0
教师食堂,2019-04-11,10:00-11:00,0
教师食堂,2019-04-11,11:00-12:00,40
教师食堂,2019-04-11,12:00-13:00,79
教师食堂,2019-04-11,13:00-14:00,0
教师食堂,2019-04-11,14:00-15:00,0
教师食堂,2019-04-11,15:00-16:00,0
教师食堂,2019-04-11,16:00-17:00,0
教师食堂,2019-04-11,17:00-18:00,0
教师食堂,2019-04-11,18:00-19:00,0
教师食堂,2019-04-11,19:00-20:00,0
教师食堂,2019-04-11,20:00-21:00,0
教师食堂,2019-04-11,21:00-22:00,0
教师食堂,2019-04-11,22:00-23:00,0
教师食堂,2019-04-12,07:00-08:00,0
教师食堂,2019-04-12,08:00-09:00,0
教师食堂,2019-04-12,09:00-10:00,0
教师食堂,2019-04-12,10:00-11:00,0
教师食堂,2019-04-12,11:00-12:00,27
教师食堂,2019-04-12,12:00-13:00,52
教师食堂,2019-04-12,13:00-14:00,0
教师食堂,2019-04-12,14:00-15:00,0
教师食堂,2019-04-12,15:00-16:00,0
教师食堂,2019-04-12,16:00-17:00,0
教师食堂,2019-04-12,17:00-18:00,0
教师食堂,2019-04-12,18:00-19:00,0
教师食堂,2019-04-12,19:00-20:00,0
教师食堂,2019-04-12,20:00-21:00,0
教师食堂,2019-04-12,21:00-22:00,0
教师食堂,2019-04-12,22:00-23:00,0
教师食堂,2019-04-13,07:00-08:00,0
教师食堂,2019-04-13,08:00-09:00,0
教师食堂,2019-04-13,09:00-10:00,0
教师食堂,2019-04-13,10:00-11:00,0
教师食堂,2019-04-13,11:00-12:00,0
教师食堂,2019-04-13,12:00-13:00,0
教师食堂,2019-04-13,13:00-14:00,0
教师食堂,2019-04-13,14:00-15:00,0
教师食堂,2019-04-13,15:00-16:00,0
教师食堂,2019-04-13,16:00-17:00,0
教师食堂,2019-04-13,17:00-18:00,0
教师食堂,2019-04-13,18:00-19:00,0
教师食堂,2019-04-13,19:00-20:00,0
教师食堂,2019-04-13,20:00-21:00,0
教师食堂,2019-04-13,21:00-22:00,0
教师食堂,2019-04-13,22:00-23:00,0
教师食堂,2019-04-14,07:00-08:00,0
教师食堂,2019-04-14,08:00-09:00,0
教师食堂,2019-04-14,09:00-10:00,0
教师食堂,2019-04-14,10:00-11:00,0
教师食堂,2019-04-14,11:00-12:00,0
教师食堂,2019-04-14,12:00-13:00,0
教师食堂,2019-04-14,13:00-14:00,0
教师食堂,2019-04-14,14:00-15:00,0
教师食堂,2019-04-14,15:00-16:00,0
教师食堂,2019-04-14,16:00-17:00,0
教师食堂,2019-04-14,17:00-18:00,0
教师食堂,2019-04-14,18:00-19:00,0
教师食堂,2019-04-14,19:00-20:00,0
教师食堂,2019-04-14,20:00-21:00,0
教师食堂,2019-04-14,21:00-22:00,0
教师食堂,2019-04-14,22:00-23:00,0
教师食堂,2019-04-15,07:00-08:00,0
教师食堂,2019-04-15,08:00-09:00,0
教师食堂,2019-04-15,09:00-10:00,0
教师食堂,2019-04-15,10:00-11:00,0
教师食堂,2019-04-15,11:00-12:00,36
教师食堂,2019-04-15,12:00-13:00,74
教师食堂,2019-04-15,13:00-14:00,0
教师食堂,2019-04-15,14:00-15:00,0
教师食堂,2019-04-15,15:00-16:00,0
教师食堂,2019-04-15,16:00-17:00,0
教师食堂,2019-04-15,17:00-18:00,0
教师食堂,2019-04-15,18:00-19:00,0
教师食堂,2019-04-15,19:00-20:00,0
教师食堂,2019-04-15,20:00-21:00,0
教师食堂,2019-04-15,21:00-22:00,0
教师食堂,2019-04-15,22:00-23:00,0
教师食堂,2019-04-16,07:00-08:00,0
教师食堂,2019-04-16,08:00-09:00,0
教师食堂,2019-04-16,09:00-10:00,0
教师食堂,2019-04-16,10:00-11:00,0
教师食堂,2019-04-16,11:00-12:00,42
教师食堂,2019-04-16,12:00-13:00,67
教师食堂,2019-04-16,13:00-14:00,0
教师食堂,2019-04-16,14:00-15:00,0
教师食堂,2019-04-16,15:00-16:00,0
教师食堂,2019-04-16,16:00-17:00,0
教师食堂,2019-04-16,17:00-18:00,0
教师食堂,2019-04-16,18:00-19:00,0
教师食堂,2019-04-16,19:00-20:00,0
教师食堂,2019-04-16,20:00-21:00,0
教师食堂,2019-04-16,21:00-22:00,0
教师食堂,2019-04-16,22:00-23:00,0
教师食堂,2019-04-17,07:00-08:00,0
教师食堂,2019-04-17,08:00-09:00,0
教师食堂,2019-04-17,09:00-10:00,0
教师食堂,2019-04-17,10:00-11:00,0
教师食堂,2019-04-17,11:00-12:00,61
教师食堂,2019-04-17,12:00-13:00,43
教师食堂,2019-04-17,13:00-14:00,0
教师食堂,2019-04-17,14:00-15:00,0
教师食堂,2019-04-17,15:00-16:00,0
教师食堂,2019-04-17,16:00-17:00,0
教师食堂,2019-04-17,17:00-18:00,0
教师食堂,2019-04-17,18:00-19:00,0
教师食堂,2019-04-17,19:00-20:00,0
教师食堂,2019-04-17,20:00-21:00,0
教师食堂,2019-04-17,21:00-22:00,0
教师食堂,2019-04-17,22:00-23:00,0
教师食堂,2019-04-18,07:00-08:00,0
教师食堂,2019-04-18,08:00-09:00,0
教师食堂,2019-04-18,09:00-10:00,0
教师食堂,2019-04-18,10:00-11:00,0
教师食堂,2019-04-18,11:00-12:00,44
教师食堂,2019-04-18,12:00-13:00,86
教师食堂,2019-04-18,13:00-14:00,0
教师食堂,2019-04-18,14:00-15:00,0
教师食堂,2019-04-18,15:00-16:00,0
教师食堂,2019-04-18,16:00-17:00,0
教师食堂,2019-04-18,17:00-18:00,0
教师食堂,2019-04-18,18:00-19:00,0
教师食堂,2019-04-18,19:00-20:00,0
教师食堂,2019-04-18,20:00-21:00,0
教师食堂,2019-04-18,21:00-22:00,0
教师食堂,2019-04-18,22:00-23:00,0
教师食堂,2019-04-19,07:00-08:00,0
教师食堂,2019-04-19,08:00-09:00,0
教师食堂,2019-04-19,09:00-10:00,0
教师食堂,2019-04-19,10:00-11:00,0
教师食堂,2019-04-19,11:00-12:00,27
教师食堂,2019-04-19,12:00-13:00,58
教师食堂,2019-04-19,13:00-14:00,0
教师食堂,2019-04-19,14:00-15:00,0
教师食堂,2019-04-19,15:00-16:00,0
教师食堂,2019-04-19,16:00-17:00,0
教师食堂,2019-04-19,17:00-18:00,0
教师食堂,2019-04-19,18:00-19:00,0
教师食堂,2019-04-19,19:00-20:00,0
教师食堂,2019-04-19,20:00-21:00,0
教师食堂,2019-04-19,21:00-22:00,0
教师食堂,2019-04-19,22:00-23:00,0
教师食堂,2019-04-20,07:00-08:00,0
教师食堂,2019-04-20,08:00-09:00,0
教师食堂,2019-04-20,09:00-10:00,0
教师食堂,2019-04-20,10:00-11:00,0
教师食堂,2019-04-20,11:00-12:00,0
教师食堂,2019-04-20,12:00-13:00,0
教师食堂,2019-04-20,13:00-14:00,0
教师食堂,2019-04-20,14:00-15:00,0
教师食堂,2019-04-20,15:00-16:00,0
教师食堂,2019-04-20,16:00-17:00,0
教师食堂,2019-04-20,17:00-18:00,0
教师食堂,2019-04-20,18:00-19:00,0
教师食堂,2019-04-20,19:00-20:00,0
教师食堂,2019-04-20,20:00-21:00,0
教师食堂,2019-04-20,21:00-22:00,0
教师食堂,2019-04-20,22:00-23:00,0
教师食堂,2019-04-21,07:00-08:00,0
教师食堂,2019-04-21,08:00-09:00,0
教师食堂,2019-04-21,09:00-10:00,0
教师食堂,2019-04-21,10:00-11:00,0
教师食堂,2019-04-21,11:00-12:00,0
教师食堂,2019-04-21,12:00-13:00,0
教师食堂,2019-04-21,13:00-14:00,0
教师食堂,2019-04-21,14:00-15:00,0
教师食堂,2019-04-21,15:00-16:00,0
教师食堂,2019-04-21,16:00-17:00,0
教师食堂,2019-04-21,17:00-18:00,0
教师食堂,2019-04-21,18:00-19:00,0
教师食堂,2019-04-21,19:00-20:00,0
教师食堂,2019-04-21,20:00-21:00,0
教师食堂,2019-04-21,21:00-22:00,0
教师食堂,2019-04-21,22:00-23:00,0
教师食堂,2019-04-22,07:00-08:00,0
教师食堂,2019-04-22,08:00-09:00,0
教师食堂,2019-04-22,09:00-10:00,0
教师食堂,2019-04-22,10:00-11:00,0
教师食堂,2019-04-22,11:00-12:00,40
教师食堂,2019-04-22,12:00-13:00,73
教师食堂,2019-04-22,13:00-14:00,0
教师食堂,2019-04-22,14:00-15:00,0
教师食堂,2019-04-22,15:00-16:00,0
教师食堂,2019-04-22,16:00-17:00,0
教师食堂,2019-04-22,17:00-18:00,0
教师食堂,2019-04-22,18:00-19:00,0
教师食堂,2019-04-22,19:00-20:00,0
教师食堂,2019-04-22,20:00-21:00,0
教师食堂,2019-04-22,21:00-22:00,0
教师食堂,2019-04-22,22:00-23:00,0
教师食堂,2019-04-23,07:00-08:00,0
教师食堂,2019-04-23,08:00-09:00,0
教师食堂,2019-04-23,09:00-10:00,0
教师食堂,2019-04-23,10:00-11:00,1
教师食堂,2019-04-23,11:00-12:00,41
教师食堂,2019-04-23,12:00-13:00,68
教师食堂,2019-04-23,13:00-14:00,0
教师食堂,2019-04-23,14:00-15:00,0
教师食堂,2019-04-23,15:00-16:00,0
教师食堂,2019-04-23,16:00-17:00,0
教师食堂,2019-04-23,17:00-18:00,0
教师食堂,2019-04-23,18:00-19:00,0
教师食堂,2019-04-23,19:00-20:00,0
教师食堂,2019-04-23,20:00-21:00,0
教师食堂,2019-04-23,21:00-22:00,0
教师食堂,2019-04-23,22:00-23:00,0
教师食堂,2019-04-24,07:00-08:00,0
教师食堂,2019-04-24,08:00-09:00,0
教师食堂,2019-04-24,09:00-10:00,0
教师食堂,2019-04-24,10:00-11:00,0
教师食堂,2019-04-24,11:00-12:00,35
教师食堂,2019-04-24,12:00-13:00,69
教师食堂,2019-04-24,13:00-14:00,0
教师食堂,2019-04-24,14:00-15:00,0
教师食堂,2019-04-24,15:00-16:00,0
教师食堂,2019-04-24,16:00-17:00,0
教师食堂,2019-04-24,17:00-18:00,0
教师食堂,2019-04-24,18:00-19:00,0
教师食堂,2019-04-24,19:00-20:00,0
教师食堂,2019-04-24,20:00-21:00,0
教师食堂,2019-04-24,21:00-22:00,0
教师食堂,2019-04-24,22:00-23:00,0
教师食堂,2019-04-25,07:00-08:00,0
教师食堂,2019-04-25,08:00-09:00,0
教师食堂,2019-04-25,09:00-10:00,0
教师食堂,2019-04-25,10:00-11:00,0
教师食堂,2019-04-25,11:00-12:00,47
教师食堂,2019-04-25,12:00-13:00,74
教师食堂,2019-04-25,13:00-14:00,0
教师食堂,2019-04-25,14:00-15:00,0
教师食堂,2019-04-25,15:00-16:00,0
教师食堂,2019-04-25,16:00-17:00,0
教师食堂,2019-04-25,17:00-18:00,0
教师食堂,2019-04-25,18:00-19:00,0
教师食堂,2019-04-25,19:00-20:00,0
教师食堂,2019-04-25,20:00-21:00,0
教师食堂,2019-04-25,21:00-22:00,0
教师食堂,2019-04-25,22:00-23:00,0
教师食堂,2019-04-26,07:00-08:00,0
教师食堂,2019-04-26,08:00-09:00,0
教师食堂,2019-04-26,09:00-10:00,0
教师食堂,2019-04-26,10:00-11:00,0
教师食堂,2019-04-26,11:00-12:00,24
教师食堂,2019-04-26,12:00-13:00,64
教师食堂,2019-04-26,13:00-14:00,0
教师食堂,2019-04-26,14:00-15:00,0
教师食堂,2019-04-26,15:00-16:00,0
教师食堂,2019-04-26,16:00-17:00,0
教师食堂,2019-04-26,17:00-18:00,0
教师食堂,2019-04-26,18:00-19:00,0
教师食堂,2019-04-26,19:00-20:00,0
教师食堂,2019-04-26,20:00-21:00,0
教师食堂,2019-04-26,21:00-22:00,0
教师食堂,2019-04-26,22:00-23:00,0
教师食堂,2019-04-27,07:00-08:00,0
教师食堂,2019-04-27,08:00-09:00,0
教师食堂,2019-04-27,09:00-10:00,0
教师食堂,2019-04-27,10:00-11:00,0
教师食堂,2019-04-27,11:00-12:00,0
教师食堂,2019-04-27,12:00-13:00,0
教师食堂,2019-04-27,13:00-14:00,0
教师食堂,2019-04-27,14:00-15:00,0
教师食堂,2019-04-27,15:00-16:00,0
教师食堂,2019-04-27,16:00-17:00,0
教师食堂,2019-04-27,17:00-18:00,0
教师食堂,2019-04-27,18:00-19:00,0
教师食堂,2019-04-27,19:00-20:00,0
教师食堂,2019-04-27,20:00-21:00,0
教师食堂,2019-04-27,21:00-22:00,0
教师食堂,2019-04-27,22:00-23:00,0
教师食堂,2019-04-28,07:00-08:00,0
教师食堂,2019-04-28,08:00-09:00,0
教师食堂,2019-04-28,09:00-10:00,0
教师食堂,2019-04-28,10:00-11:00,0
教师食堂,2019-04-28,11:00-12:00,0
教师食堂,2019-04-28,12:00-13:00,0
教师食堂,2019-04-28,13:00-14:00,0
教师食堂,2019-04-28,14:00-15:00,0
教师食堂,2019-04-28,15:00-16:00,0
教师食堂,2019-04-28,16:00-17:00,0
教师食堂,2019-04-28,17:00-18:00,0
教师食堂,2019-04-28,18:00-19:00,0
教师食堂,2019-04-28,19:00-20:00,0
教师食堂,2019-04-28,20:00-21:00,0
教师食堂,2019-04-28,21:00-22:00,0
教师食堂,2019-04-28,22:00-23:00,0
教师食堂,2019-04-29,07:00-08:00,0
教师食堂,2019-04-29,08:00-09:00,0
教师食堂,2019-04-29,09:00-10:00,0
教师食堂,2019-04-29,10:00-11:00,0
教师食堂,2019-04-29,11:00-12:00,0
教师食堂,2019-04-29,12:00-13:00,0
教师食堂,2019-04-29,13:00-14:00,0
教师食堂,2019-04-29,14:00-15:00,0
教师食堂,2019-04-29,15:00-16:00,0
教师食堂,2019-04-29,16:00-17:00,0
教师食堂,2019-04-29,17:00-18:00,0
教师食堂,2019-04-29,18:00-19:00,0
教师食堂,2019-04-29,19:00-20:00,0
教师食堂,2019-04-29,20:00-21:00,0
教师食堂,2019-04-29,21:00-22:00,0
教师食堂,2019-04-29,22:00-23:00,0
教师食堂,2019-04-30,07:00-08:00,0
教师食堂,2019-04-30,08:00-09:00,0
教师食堂,2019-04-30,09:00-10:00,0
教师食堂,2019-04-30,10:00-11:00,0
教师食堂,2019-04-30,11:00-12:00,0
教师食堂,2019-04-30,12:00-13:00,0
教师食堂,2019-04-30,13:00-14:00,0
教师食堂,2019-04-30,14:00-15:00,0
教师食堂,2019-04-30,15:00-16:00,0
教师食堂,2019-04-30,16:00-17:00,0
教师食堂,2019-04-30,17:00-18:00,0
教师食堂,2019-04-30,18:00-19:00,0
教师食堂,2019-04-30,19:00-20:00,0
教师食堂,2019-04-30,20:00-21:00,0
教师食堂,2019-04-30,21:00-22:00,0
教师食堂,2019-04-30,22:00-23:00,0
好利来食品店,2019-04-01,07:00-08:00,315
好利来食品店,2019-04-01,08:00-09:00,31
好利来食品店,2019-04-01,09:00-10:00,221
好利来食品店,2019-04-01,10:00-11:00,23
好利来食品店,2019-04-01,11:00-12:00,61
好利来食品店,2019-04-01,12:00-13:00,107
好利来食品店,2019-04-01,13:00-14:00,26
好利来食品店,2019-04-01,14:00-15:00,51
好利来食品店,2019-04-01,15:00-16:00,14
好利来食品店,2019-04-01,16:00-17:00,198
好利来食品店,2019-04-01,17:00-18:00,71
好利来食品店,2019-04-01,18:00-19:00,74
好利来食品店,2019-04-01,19:00-20:00,80
好利来食品店,2019-04-01,20:00-21:00,49
好利来食品店,2019-04-01,21:00-22:00,100
好利来食品店,2019-04-01,22:00-23:00,38
好利来食品店,2019-04-02,07:00-08:00,298
好利来食品店,2019-04-02,08:00-09:00,34
好利来食品店,2019-04-02,09:00-10:00,122
好利来食品店,2019-04-02,10:00-11:00,8
好利来食品店,2019-04-02,11:00-12:00,63
好利来食品店,2019-04-02,12:00-13:00,95
好利来食品店,2019-04-02,13:00-14:00,18
好利来食品店,2019-04-02,14:00-15:00,62
好利来食品店,2019-04-02,15:00-16:00,18
好利来食品店,2019-04-02,16:00-17:00,146
好利来食品店,2019-04-02,17:00-18:00,82
好利来食品店,2019-04-02,18:00-19:00,83
好利来食品店,2019-04-02,19:00-20:00,46
好利来食品店,2019-04-02,20:00-21:00,37
好利来食品店,2019-04-02,21:00-22:00,42
好利来食品店,2019-04-02,22:00-23:00,41
好利来食品店,2019-04-03,07:00-08:00,306
好利来食品店,2019-04-03,08:00-09:00,16
好利来食品店,2019-04-03,09:00-10:00,81
好利来食品店,2019-04-03,10:00-11:00,5
好利来食品店,2019-04-03,11:00-12:00,55
好利来食品店,2019-04-03,12:00-13:00,78
好利来食品店,2019-04-03,13:00-14:00,25
好利来食品店,2019-04-03,14:00-15:00,54
好利来食品店,2019-04-03,15:00-16:00,17
好利来食品店,2019-04-03,16:00-17:00,134
好利来食品店,2019-04-03,17:00-18:00,67
好利来食品店,2019-04-03,18:00-19:00,119
好利来食品店,2019-04-03,19:00-20:00,66
好利来食品店,2019-04-03,20:00-21:00,37
好利来食品店,2019-04-03,21:00-22:00,114
好利来食品店,2019-04-03,22:00-23:00,77
好利来食品店,2019-04-04,07:00-08:00,359
好利来食品店,2019-04-04,08:00-09:00,32
好利来食品店,2019-04-04,09:00-10:00,126
好利来食品店,2019-04-04,10:00-11:00,15
好利来食品店,2019-04-04,11:00-12:00,68
好利来食品店,2019-04-04,12:00-13:00,101
好利来食品店,2019-04-04,13:00-14:00,32
好利来食品店,2019-04-04,14:00-15:00,41
好利来食品店,2019-04-04,15:00-16:00,44
好利来食品店,2019-04-04,16:00-17:00,68
好利来食品店,2019-04-04,17:00-18:00,66
好利来食品店,2019-04-04,18:00-19:00,79
好利来食品店,2019-04-04,19:00-20:00,72
好利来食品店,2019-04-04,20:00-21:00,35
好利来食品店,2019-04-04,21:00-22:00,127
好利来食品店,2019-04-04,22:00-23:00,46
好利来食品店,2019-04-05,07:00-08:00,30
好利来食品店,2019-04-05,08:00-09:00,83
好利来食品店,2019-04-05,09:00-10:00,69
好利来食品店,2019-04-05,10:00-11:00,32
好利来食品店,2019-04-05,11:00-12:00,33
好利来食品店,2019-04-05,12:00-13:00,45
好利来食品店,2019-04-05,13:00-14:00,15
好利来食品店,2019-04-05,14:00-15:00,18
好利来食品店,2019-04-05,15:00-16:00,10
好利来食品店,2019-04-05,16:00-17:00,20
好利来食品店,2019-04-05,17:00-18:00,21
好利来食品店,2019-04-05,18:00-19:00,63
好利来食品店,2019-04-05,19:00-20:00,58
好利来食品店,2019-04-05,20:00-21:00,36
好利来食品店,2019-04-05,21:00-22:00,26
好利来食品店,2019-04-05,22:00-23:00,28
好利来食品店,2019-04-06,07:00-08:00,16
好利来食品店,2019-04-06,08:00-09:00,42
好利来食品店,2019-04-06,09:00-10:00,37
好利来食品店,2019-04-06,10:00-11:00,25
好利来食品店,2019-04-06,11:00-12:00,34
好利来食品店,2019-04-06,12:00-13:00,36
好利来食品店,2019-04-06,13:00-14:00,28
好利来食品店,2019-04-06,14:00-15:00,14
好利来食品店,2019-04-06,15:00-16:00,23
好利来食品店,2019-04-06,16:00-17:00,15
好利来食品店,2019-04-06,17:00-18:00,34
好利来食品店,2019-04-06,18:00-19:00,46
好利来食品店,2019-04-06,19:00-20:00,33
好利来食品店,2019-04-06,20:00-21:00,28
好利来食品店,2019-04-06,21:00-22:00,23
好利来食品店,2019-04-06,22:00-23:00,19
好利来食品店,2019-04-07,07:00-08:00,4
好利来食品店,2019-04-07,08:00-09:00,34
好利来食品店,2019-04-07,09:00-10:00,34
好利来食品店,2019-04-07,10:00-11:00,26
好利来食品店,2019-04-07,11:00-12:00,31
好利来食品店,2019-04-07,12:00-13:00,45
好利来食品店,2019-04-07,13:00-14:00,14
好利来食品店,2019-04-07,14:00-15:00,10
好利来食品店,2019-04-07,15:00-16:00,9
好利来食品店,2019-04-07,16:00-17:00,16
好利来食品店,2019-04-07,17:00-18:00,35
好利来食品店,2019-04-07,18:00-19:00,43
好利来食品店,2019-04-07,19:00-20:00,43
好利来食品店,2019-04-07,20:00-21:00,28
好利来食品店,2019-04-07,21:00-22:00,60
好利来食品店,2019-04-07,22:00-23:00,33
好利来食品店,2019-04-08,07:00-08:00,306
好利来食品店,2019-04-08,08:00-09:00,33
好利来食品店,2019-04-08,09:00-10:00,159
好利来食品店,2019-04-08,10:00-11:00,39
好利来食品店,2019-04-08,11:00-12:00,51
好利来食品店,2019-04-08,12:00-13:00,75
好利来食品店,2019-04-08,13:00-14:00,18
好利来食品店,2019-04-08,14:00-15:00,72
好利来食品店,2019-04-08,15:00-16:00,13
好利来食品店,2019-04-08,16:00-17:00,185
好利来食品店,2019-04-08,17:00-18:00,71
好利来食品店,2019-04-08,18:00-19:00,105
好利来食品店,2019-04-08,19:00-20:00,84
好利来食品店,2019-04-08,20:00-21:00,35
好利来食品店,2019-04-08,21:00-22:00,102
好利来食品店,2019-04-08,22:00-23:00,81
好利来食品店,2019-04-09,07:00-08:00,387
好利来食品店,2019-04-09,08:00-09:00,52
好利来食品店,2019-04-09,09:00-10:00,151
好利来食品店,2019-04-09,10:00-11:00,7
好利来食品店,2019-04-09,11:00-12:00,113
好利来食品店,2019-04-09,12:00-13:00,65
好利来食品店,2019-04-09,13:00-14:00,22
好利来食品店,2019-04-09,14:00-15:00,58
好利来食品店,2019-04-09,15:00-16:00,18
好利来食品店,2019-04-09,16:00-17:00,174
好利来食品店,2019-04-09,17:00-18:00,68
好利来食品店,2019-04-09,18:00-19:00,72
好利来食品店,2019-04-09,19:00-20:00,45
好利来食品店,2019-04-09,20:00-21:00,24
好利来食品店,2019-04-09,21:00-22:00,93
好利来食品店,2019-04-09,22:00-23:00,56
好利来食品店,2019-04-10,07:00-08:00,394
好利来食品店,2019-04-10,08:00-09:00,29
好利来食品店,2019-04-10,09:00-10:00,115
好利来食品店,2019-04-10,10:00-11:00,20
好利来食品店,2019-04-10,11:00-12:00,44
好利来食品店,2019-04-10,12:00-13:00,83
好利来食品店,2019-04-10,13:00-14:00,12
好利来食品店,2019-04-10,14:00-15:00,58
好利来食品店,2019-04-10,15:00-16:00,14
好利来食品店,2019-04-10,16:00-17:00,128
好利来食品店,2019-04-10,17:00-18:00,55
好利来食品店,2019-04-10,18:00-19:00,90
好利来食品店,2019-04-10,19:00-20:00,72
好利来食品店,2019-04-10,20:00-21:00,23
好利来食品店,2019-04-10,21:00-22:00,110
好利来食品店,2019-04-10,22:00-23:00,62
好利来食品店,2019-04-11,07:00-08:00,371
好利来食品店,2019-04-11,08:00-09:00,30
好利来食品店,2019-04-11,09:00-10:00,152
好利来食品店,2019-04-11,10:00-11:00,24
好利来食品店,2019-04-11,11:00-12:00,70
好利来食品店,2019-04-11,12:00-13:00,95
好利来食品店,2019-04-11,13:00-14:00,35
好利来食品店,2019-04-11,14:00-15:00,43
好利来食品店,2019-04-11,15:00-16:00,48
好利来食品店,2019-04-11,16:00-17:00,75
好利来食品店,2019-04-11,17:00-18:00,100
好利来食品店,2019-04-11,18:00-19:00,112
好利来食品店,2019-04-11,19:00-20:00,100
好利来食品店,2019-04-11,20:00-21:00,44
好利来食品店,2019-04-11,21:00-22:00,122
好利来食品店,2019-04-11,22:00-23:00,76
好利来食品店,2019-04-12,07:00-08:00,289
好利来食品店,2019-04-12,08:00-09:00,39
好利来食品店,2019-04-12,09:00-10:00,142
好利来食品店,2019-04-12,10:00-11:00,36
好利来食品店,2019-04-12,11:00-12:00,77
好利来食品店,2019-04-12,12:00-13:00,90
好利来食品店,2019-04-12,13:00-14:00,26
好利来食品店,2019-04-12,14:00-15:00,53
好利来食品店,2019-04-12,15:00-16:00,19
好利来食品店,2019-04-12,16:00-17:00,148
好利来食品店,2019-04-12,17:00-18:00,55
好利来食品店,2019-04-12,18:00-19:00,69
好利来食品店,2019-04-12,19:00-20:00,45
好利来食品店,2019-04-12,20:00-21:00,43
好利来食品店,2019-04-12,21:00-22:00,68
好利来食品店,2019-04-12,22:00-23:00,75
好利来食品店,2019-04-13,07:00-08:00,46
好利来食品店,2019-04-13,08:00-09:00,58
好利来食品店,2019-04-13,09:00-10:00,47
好利来食品店,2019-04-13,10:00-11:00,22
好利来食品店,2019-04-13,11:00-12:00,30
好利来食品店,2019-04-13,12:00-13:00,51
好利来食品店,2019-04-13,13:00-14:00,28
好利来食品店,2019-04-13,14:00-15:00,19
好利来食品店,2019-04-13,15:00-16:00,29
好利来食品店,2019-04-13,16:00-17:00,21
好利来食品店,2019-04-13,17:00-18:00,56
好利来食品店,2019-04-13,18:00-19:00,58
好利来食品店,2019-04-13,19:00-20:00,36
好利来食品店,2019-04-13,20:00-21:00,28
好利来食品店,2019-04-13,21:00-22:00,24
好利来食品店,2019-04-13,22:00-23:00,31
好利来食品店,2019-04-14,07:00-08:00,40
好利来食品店,2019-04-14,08:00-09:00,19
好利来食品店,2019-04-14,09:00-10:00,26
好利来食品店,2019-04-14,10:00-11:00,22
好利来食品店,2019-04-14,11:00-12:00,31
好利来食品店,2019-04-14,12:00-13:00,47
好利来食品店,2019-04-14,13:00-14:00,25
好利来食品店,2019-04-14,14:00-15:00,16
好利来食品店,2019-04-14,15:00-16:00,23
好利来食品店,2019-04-14,16:00-17:00,17
好利来食品店,2019-04-14,17:00-18:00,47
好利来食品店,2019-04-14,18:00-19:00,54
好利来食品店,2019-04-14,19:00-20:00,57
好利来食品店,2019-04-14,20:00-21:00,42
好利来食品店,2019-04-14,21:00-22:00,45
好利来食品店,2019-04-14,22:00-23:00,35
好利来食品店,2019-04-15,07:00-08:00,270
好利来食品店,2019-04-15,08:00-09:00,37
好利来食品店,2019-04-15,09:00-10:00,99
好利来食品店,2019-04-15,10:00-11:00,23
